numAnts iteration alpha beta time_path Path_length total_path_time 
5 2 0.75 0.25 0.058000087738 30 0.134000062943 
5 2 0.75 0.25 0.0620000362396 29 0.134000062943 
5 2 0.75 0.25 0.0659999847412 29 0.134000062943 
5 2 0.75 0.25 0.0710000991821 54 0.134000062943 
5 2 0.75 0.25 0.0750000476837 27 0.134000062943 
5 3 0.75 0.25 0.0789999961853 32 0.134000062943 
5 3 0.75 0.25 0.0820000171661 31 0.134000062943 
5 3 0.75 0.25 0.0870001316071 31 0.134000062943 
5 3 0.75 0.25 0.0910000801086 56 0.134000062943 
5 3 0.75 0.25 0.0950000286102 29 0.134000062943 
5 4 0.75 0.25 0.0989999771118 34 0.134000062943 
5 4 0.75 0.25 0.102999925613 33 0.134000062943 
5 4 0.75 0.25 0.107000112534 33 0.134000062943 
5 4 0.75 0.25 0.111000061035 58 0.134000062943 
5 4 0.75 0.25 0.114000082016 31 0.134000062943 
5 5 0.75 0.25 0.118000030518 36 0.134000062943 
5 5 0.75 0.25 0.12299990654 35 0.134000062943 
5 5 0.75 0.25 0.12700009346 35 0.134000062943 
5 5 0.75 0.25 0.131000041962 60 0.134000062943 
5 5 0.75 0.25 0.134000062943 33 0.134000062943 
5 0 0.75 0.25 0.00699996948242 26 0.134000062943 
5 0 0.75 0.25 0.0130000114441 25 0.134000062943 
5 0 0.75 0.25 0.0199999809265 25 0.134000062943 
5 0 0.75 0.25 0.0280001163483 50 0.134000062943 
5 0 0.75 0.25 0.0329999923706 23 0.134000062943 
5 1 0.75 0.25 0.0369999408722 28 0.134000062943 
5 1 0.75 0.25 0.0410001277924 27 0.134000062943 
5 1 0.75 0.25 0.0450000762939 27 0.134000062943 
5 1 0.75 0.25 0.0499999523163 52 0.134000062943 
5 1 0.75 0.25 0.0550000667572 25 0.134000062943 
5 2 0.75 0.25 0.058000087738 30 0.134000062943 
5 2 0.75 0.25 0.0620000362396 29 0.134000062943 
5 2 0.75 0.25 0.0659999847412 29 0.134000062943 
5 2 0.75 0.25 0.0710000991821 54 0.134000062943 
5 2 0.75 0.25 0.0750000476837 27 0.134000062943 
5 3 0.75 0.25 0.0789999961853 32 0.134000062943 
5 3 0.75 0.25 0.0820000171661 31 0.134000062943 
5 3 0.75 0.25 0.0870001316071 31 0.134000062943 
5 3 0.75 0.25 0.0910000801086 56 0.134000062943 
5 3 0.75 0.25 0.0950000286102 29 0.134000062943 
5 4 0.75 0.25 0.0989999771118 34 0.134000062943 
5 4 0.75 0.25 0.102999925613 33 0.134000062943 
5 4 0.75 0.25 0.107000112534 33 0.134000062943 
5 4 0.75 0.25 0.111000061035 58 0.134000062943 
5 4 0.75 0.25 0.114000082016 31 0.134000062943 
5 5 0.75 0.25 0.118000030518 36 0.134000062943 
5 5 0.75 0.25 0.12299990654 35 0.134000062943 
5 5 0.75 0.25 0.12700009346 35 0.134000062943 
5 5 0.75 0.25 0.131000041962 60 0.134000062943 
5 5 0.75 0.25 0.134000062943 33 0.134000062943 
5 0 0.75 0.25 0.00699996948242 26 0.134000062943 
5 0 0.75 0.25 0.0130000114441 25 0.134000062943 
5 0 0.75 0.25 0.0199999809265 25 0.134000062943 
5 0 0.75 0.25 0.0280001163483 50 0.134000062943 
5 0 0.75 0.25 0.0329999923706 23 0.134000062943 
5 1 0.75 0.25 0.0369999408722 28 0.134000062943 
5 1 0.75 0.25 0.0410001277924 27 0.134000062943 
5 1 0.75 0.25 0.0450000762939 27 0.134000062943 
5 1 0.75 0.25 0.0499999523163 52 0.134000062943 
5 1 0.75 0.25 0.0550000667572 25 0.134000062943 
5 2 0.75 0.25 0.058000087738 30 0.134000062943 
5 2 0.75 0.25 0.0620000362396 29 0.134000062943 
5 2 0.75 0.25 0.0659999847412 29 0.134000062943 
5 2 0.75 0.25 0.0710000991821 54 0.134000062943 
5 2 0.75 0.25 0.0750000476837 27 0.134000062943 
5 3 0.75 0.25 0.0789999961853 32 0.134000062943 
5 3 0.75 0.25 0.0820000171661 31 0.134000062943 
5 3 0.75 0.25 0.0870001316071 31 0.134000062943 
5 3 0.75 0.25 0.0910000801086 56 0.134000062943 
5 3 0.75 0.25 0.0950000286102 29 0.134000062943 
5 4 0.75 0.25 0.0989999771118 34 0.134000062943 
5 4 0.75 0.25 0.102999925613 33 0.134000062943 
5 4 0.75 0.25 0.107000112534 33 0.134000062943 
5 4 0.75 0.25 0.111000061035 58 0.134000062943 
5 4 0.75 0.25 0.114000082016 31 0.134000062943 
5 5 0.75 0.25 0.118000030518 36 0.134000062943 
5 5 0.75 0.25 0.12299990654 35 0.134000062943 
5 5 0.75 0.25 0.12700009346 35 0.134000062943 
5 5 0.75 0.25 0.131000041962 60 0.134000062943 
5 5 0.75 0.25 0.134000062943 33 0.134000062943 
5 0 0.75 0.25 0.00699996948242 26 0.134000062943 
5 0 0.75 0.25 0.0130000114441 25 0.134000062943 
5 0 0.75 0.25 0.0199999809265 25 0.134000062943 
5 0 0.75 0.25 0.0280001163483 50 0.134000062943 
5 0 0.75 0.25 0.0329999923706 23 0.134000062943 
5 1 0.75 0.25 0.0369999408722 28 0.134000062943 
5 1 0.75 0.25 0.0410001277924 27 0.134000062943 
5 1 0.75 0.25 0.0450000762939 27 0.134000062943 
5 1 0.75 0.25 0.0499999523163 52 0.134000062943 
5 1 0.75 0.25 0.0550000667572 25 0.134000062943 
5 2 0.75 0.25 0.058000087738 30 0.134000062943 
5 2 0.75 0.25 0.0620000362396 29 0.134000062943 
5 2 0.75 0.25 0.0659999847412 29 0.134000062943 
5 2 0.75 0.25 0.0710000991821 54 0.134000062943 
5 2 0.75 0.25 0.0750000476837 27 0.134000062943 
5 3 0.75 0.25 0.0789999961853 32 0.134000062943 
5 3 0.75 0.25 0.0820000171661 31 0.134000062943 
5 3 0.75 0.25 0.0870001316071 31 0.134000062943 
5 3 0.75 0.25 0.0910000801086 56 0.134000062943 
5 3 0.75 0.25 0.0950000286102 29 0.134000062943 
5 4 0.75 0.25 0.0989999771118 34 0.134000062943 
5 4 0.75 0.25 0.102999925613 33 0.134000062943 
5 4 0.75 0.25 0.107000112534 33 0.134000062943 
5 4 0.75 0.25 0.111000061035 58 0.134000062943 
5 4 0.75 0.25 0.114000082016 31 0.134000062943 
5 5 0.75 0.25 0.118000030518 36 0.134000062943 
5 5 0.75 0.25 0.12299990654 35 0.134000062943 
5 5 0.75 0.25 0.12700009346 35 0.134000062943 
5 5 0.75 0.25 0.131000041962 60 0.134000062943 
5 5 0.75 0.25 0.134000062943 33 0.134000062943 
5 0 0.75 0.25 0.00699996948242 26 0.134000062943 
5 0 0.75 0.25 0.0130000114441 25 0.134000062943 
5 0 0.75 0.25 0.0199999809265 25 0.134000062943 
5 0 0.75 0.25 0.0280001163483 50 0.134000062943 
5 0 0.75 0.25 0.0329999923706 23 0.134000062943 
5 1 0.75 0.25 0.0369999408722 28 0.134000062943 
5 1 0.75 0.25 0.0410001277924 27 0.134000062943 
5 1 0.75 0.25 0.0450000762939 27 0.134000062943 
5 1 0.75 0.25 0.0499999523163 52 0.134000062943 
5 1 0.75 0.25 0.0550000667572 25 0.134000062943 
5 2 0.75 0.25 0.058000087738 30 0.134000062943 
5 2 0.75 0.25 0.0620000362396 29 0.134000062943 
5 2 0.75 0.25 0.0659999847412 29 0.134000062943 
5 2 0.75 0.25 0.0710000991821 54 0.134000062943 
5 2 0.75 0.25 0.0750000476837 27 0.134000062943 
5 3 0.75 0.25 0.0789999961853 32 0.134000062943 
5 3 0.75 0.25 0.0820000171661 31 0.134000062943 
5 3 0.75 0.25 0.0870001316071 31 0.134000062943 
5 3 0.75 0.25 0.0910000801086 56 0.134000062943 
5 3 0.75 0.25 0.0950000286102 29 0.134000062943 
5 4 0.75 0.25 0.0989999771118 34 0.134000062943 
5 4 0.75 0.25 0.102999925613 33 0.134000062943 
5 4 0.75 0.25 0.107000112534 33 0.134000062943 
5 4 0.75 0.25 0.111000061035 58 0.134000062943 
5 4 0.75 0.25 0.114000082016 31 0.134000062943 
5 5 0.75 0.25 0.118000030518 36 0.134000062943 
5 5 0.75 0.25 0.12299990654 35 0.134000062943 
5 5 0.75 0.25 0.12700009346 35 0.134000062943 
5 5 0.75 0.25 0.131000041962 60 0.134000062943 
5 5 0.75 0.25 0.134000062943 33 0.134000062943 
5 0 0.75 0.25 0.00699996948242 26 0.134000062943 
5 0 0.75 0.25 0.0130000114441 25 0.134000062943 
5 0 0.75 0.25 0.0199999809265 25 0.134000062943 
5 0 0.75 0.25 0.0280001163483 50 0.134000062943 
5 0 0.75 0.25 0.0329999923706 23 0.134000062943 
5 1 0.75 0.25 0.0369999408722 28 0.134000062943 
5 1 0.75 0.25 0.0410001277924 27 0.134000062943 
5 1 0.75 0.25 0.0450000762939 27 0.134000062943 
5 1 0.75 0.25 0.0499999523163 52 0.134000062943 
5 1 0.75 0.25 0.0550000667572 25 0.134000062943 
5 2 0.75 0.25 0.058000087738 30 0.134000062943 
5 2 0.75 0.25 0.0620000362396 29 0.134000062943 
5 2 0.75 0.25 0.0659999847412 29 0.134000062943 
5 2 0.75 0.25 0.0710000991821 54 0.134000062943 
5 2 0.75 0.25 0.0750000476837 27 0.134000062943 
5 3 0.75 0.25 0.0789999961853 32 0.134000062943 
5 3 0.75 0.25 0.0820000171661 31 0.134000062943 
5 3 0.75 0.25 0.0870001316071 31 0.134000062943 
5 3 0.75 0.25 0.0910000801086 56 0.134000062943 
5 3 0.75 0.25 0.0950000286102 29 0.134000062943 
5 4 0.75 0.25 0.0989999771118 34 0.134000062943 
5 4 0.75 0.25 0.102999925613 33 0.134000062943 
5 4 0.75 0.25 0.107000112534 33 0.134000062943 
5 4 0.75 0.25 0.111000061035 58 0.134000062943 
5 4 0.75 0.25 0.114000082016 31 0.134000062943 
5 5 0.75 0.25 0.118000030518 36 0.134000062943 
5 5 0.75 0.25 0.12299990654 35 0.134000062943 
5 5 0.75 0.25 0.12700009346 35 0.134000062943 
5 5 0.75 0.25 0.131000041962 60 0.134000062943 
5 5 0.75 0.25 0.134000062943 33 0.134000062943 
5 0 0.75 0.25 0.00699996948242 26 0.134000062943 
5 0 0.75 0.25 0.0130000114441 25 0.134000062943 
5 0 0.75 0.25 0.0199999809265 25 0.134000062943 
5 0 0.75 0.25 0.0280001163483 50 0.134000062943 
5 0 0.75 0.25 0.0329999923706 23 0.134000062943 
5 1 0.75 0.25 0.0369999408722 28 0.134000062943 
5 1 0.75 0.25 0.0410001277924 27 0.134000062943 
5 1 0.75 0.25 0.0450000762939 27 0.134000062943 
5 1 0.75 0.25 0.0499999523163 52 0.134000062943 
5 1 0.75 0.25 0.0550000667572 25 0.134000062943 
5 2 0.75 0.25 0.058000087738 30 0.134000062943 
5 2 0.75 0.25 0.0620000362396 29 0.134000062943 
5 2 0.75 0.25 0.0659999847412 29 0.134000062943 
5 2 0.75 0.25 0.0710000991821 54 0.134000062943 
5 2 0.75 0.25 0.0750000476837 27 0.134000062943 
5 3 0.75 0.25 0.0789999961853 32 0.134000062943 
5 3 0.75 0.25 0.0820000171661 31 0.134000062943 
5 3 0.75 0.25 0.0870001316071 31 0.134000062943 
5 3 0.75 0.25 0.0910000801086 56 0.134000062943 
5 3 0.75 0.25 0.0950000286102 29 0.134000062943 
5 4 0.75 0.25 0.0989999771118 34 0.134000062943 
5 4 0.75 0.25 0.102999925613 33 0.134000062943 
5 4 0.75 0.25 0.107000112534 33 0.134000062943 
5 4 0.75 0.25 0.111000061035 58 0.134000062943 
5 4 0.75 0.25 0.114000082016 31 0.134000062943 
5 5 0.75 0.25 0.118000030518 36 0.134000062943 
5 5 0.75 0.25 0.12299990654 35 0.134000062943 
5 5 0.75 0.25 0.12700009346 35 0.134000062943 
5 5 0.75 0.25 0.131000041962 60 0.134000062943 
5 5 0.75 0.25 0.134000062943 33 0.134000062943 
5 0 0.75 0.25 0.00699996948242 26 0.134000062943 
5 0 0.75 0.25 0.0130000114441 25 0.134000062943 
5 0 0.75 0.25 0.0199999809265 25 0.134000062943 
5 0 0.75 0.25 0.0280001163483 50 0.134000062943 
5 0 0.75 0.25 0.0329999923706 23 0.134000062943 
5 1 0.75 0.25 0.0369999408722 28 0.134000062943 
5 1 0.75 0.25 0.0410001277924 27 0.134000062943 
5 1 0.75 0.25 0.0450000762939 27 0.134000062943 
5 1 0.75 0.25 0.0499999523163 52 0.134000062943 
5 1 0.75 0.25 0.0550000667572 25 0.134000062943 
5 2 0.75 0.25 0.058000087738 30 0.134000062943 
5 2 0.75 0.25 0.0620000362396 29 0.134000062943 
5 2 0.75 0.25 0.0659999847412 29 0.134000062943 
5 2 0.75 0.25 0.0710000991821 54 0.134000062943 
5 2 0.75 0.25 0.0750000476837 27 0.134000062943 
5 3 0.75 0.25 0.0789999961853 32 0.134000062943 
5 3 0.75 0.25 0.0820000171661 31 0.134000062943 
5 3 0.75 0.25 0.0870001316071 31 0.134000062943 
5 3 0.75 0.25 0.0910000801086 56 0.134000062943 
5 3 0.75 0.25 0.0950000286102 29 0.134000062943 
5 4 0.75 0.25 0.0989999771118 34 0.134000062943 
5 4 0.75 0.25 0.102999925613 33 0.134000062943 
5 4 0.75 0.25 0.107000112534 33 0.134000062943 
5 4 0.75 0.25 0.111000061035 58 0.134000062943 
5 4 0.75 0.25 0.114000082016 31 0.134000062943 
5 5 0.75 0.25 0.118000030518 36 0.134000062943 
5 5 0.75 0.25 0.12299990654 35 0.134000062943 
5 5 0.75 0.25 0.12700009346 35 0.134000062943 
5 5 0.75 0.25 0.131000041962 60 0.134000062943 
5 5 0.75 0.25 0.134000062943 33 0.134000062943 
5 0 0.75 0.25 0.00699996948242 26 0.134000062943 
5 0 0.75 0.25 0.0130000114441 25 0.134000062943 
5 0 0.75 0.25 0.0199999809265 25 0.134000062943 
5 0 0.75 0.25 0.0280001163483 50 0.134000062943 
5 0 0.75 0.25 0.0329999923706 23 0.134000062943 
5 1 0.75 0.25 0.0369999408722 28 0.134000062943 
5 1 0.75 0.25 0.0410001277924 27 0.134000062943 
5 1 0.75 0.25 0.0450000762939 27 0.134000062943 
5 1 0.75 0.25 0.0499999523163 52 0.134000062943 
5 1 0.75 0.25 0.0550000667572 25 0.134000062943 
5 2 0.75 0.25 0.058000087738 30 0.134000062943 
5 2 0.75 0.25 0.0620000362396 29 0.134000062943 
5 2 0.75 0.25 0.0659999847412 29 0.134000062943 
5 2 0.75 0.25 0.0710000991821 54 0.134000062943 
5 2 0.75 0.25 0.0750000476837 27 0.134000062943 
5 3 0.75 0.25 0.0789999961853 32 0.134000062943 
5 3 0.75 0.25 0.0820000171661 31 0.134000062943 
5 3 0.75 0.25 0.0870001316071 31 0.134000062943 
5 3 0.75 0.25 0.0910000801086 56 0.134000062943 
5 3 0.75 0.25 0.0950000286102 29 0.134000062943 
5 4 0.75 0.25 0.0989999771118 34 0.134000062943 
5 4 0.75 0.25 0.102999925613 33 0.134000062943 
5 4 0.75 0.25 0.107000112534 33 0.134000062943 
5 4 0.75 0.25 0.111000061035 58 0.134000062943 
5 4 0.75 0.25 0.114000082016 31 0.134000062943 
5 5 0.75 0.25 0.118000030518 36 0.134000062943 
5 5 0.75 0.25 0.12299990654 35 0.134000062943 
5 5 0.75 0.25 0.12700009346 35 0.134000062943 
5 5 0.75 0.25 0.131000041962 60 0.134000062943 
5 5 0.75 0.25 0.134000062943 33 0.134000062943 
5 0 0.75 0.25 0.00699996948242 26 0.134000062943 
5 0 0.75 0.25 0.0130000114441 25 0.134000062943 
5 0 0.75 0.25 0.0199999809265 25 0.134000062943 
5 0 0.75 0.25 0.0280001163483 50 0.134000062943 
5 0 0.75 0.25 0.0329999923706 23 0.134000062943 
5 1 0.75 0.25 0.0369999408722 28 0.134000062943 
5 1 0.75 0.25 0.0410001277924 27 0.134000062943 
5 1 0.75 0.25 0.0450000762939 27 0.134000062943 
5 1 0.75 0.25 0.0499999523163 52 0.134000062943 
5 1 0.75 0.25 0.0550000667572 25 0.134000062943 
5 2 0.75 0.25 0.058000087738 30 0.134000062943 
5 2 0.75 0.25 0.0620000362396 29 0.134000062943 
5 2 0.75 0.25 0.0659999847412 29 0.134000062943 
5 2 0.75 0.25 0.0710000991821 54 0.134000062943 
5 2 0.75 0.25 0.0750000476837 27 0.134000062943 
5 3 0.75 0.25 0.0789999961853 32 0.134000062943 
5 3 0.75 0.25 0.0820000171661 31 0.134000062943 
5 3 0.75 0.25 0.0870001316071 31 0.134000062943 
5 3 0.75 0.25 0.0910000801086 56 0.134000062943 
5 3 0.75 0.25 0.0950000286102 29 0.134000062943 
5 4 0.75 0.25 0.0989999771118 34 0.134000062943 
5 4 0.75 0.25 0.102999925613 33 0.134000062943 
5 4 0.75 0.25 0.107000112534 33 0.134000062943 
5 4 0.75 0.25 0.111000061035 58 0.134000062943 
5 4 0.75 0.25 0.114000082016 31 0.134000062943 
5 5 0.75 0.25 0.118000030518 36 0.134000062943 
5 5 0.75 0.25 0.12299990654 35 0.134000062943 
5 5 0.75 0.25 0.12700009346 35 0.134000062943 
5 5 0.75 0.25 0.131000041962 60 0.134000062943 
5 5 0.75 0.25 0.134000062943 33 0.134000062943 
5 0 0.75 0.25 0.00699996948242 26 0.134000062943 
5 0 0.75 0.25 0.0130000114441 25 0.134000062943 
5 0 0.75 0.25 0.0199999809265 25 0.134000062943 
5 0 0.75 0.25 0.0280001163483 50 0.134000062943 
5 0 0.75 0.25 0.0329999923706 23 0.134000062943 
5 1 0.75 0.25 0.0369999408722 28 0.134000062943 
5 1 0.75 0.25 0.0410001277924 27 0.134000062943 
5 1 0.75 0.25 0.0450000762939 27 0.134000062943 
5 1 0.75 0.25 0.0499999523163 52 0.134000062943 
5 1 0.75 0.25 0.0550000667572 25 0.134000062943 
5 2 0.75 0.25 0.058000087738 30 0.134000062943 
5 2 0.75 0.25 0.0620000362396 29 0.134000062943 
5 2 0.75 0.25 0.0659999847412 29 0.134000062943 
5 2 0.75 0.25 0.0710000991821 54 0.134000062943 
5 2 0.75 0.25 0.0750000476837 27 0.134000062943 
5 3 0.75 0.25 0.0789999961853 32 0.134000062943 
5 3 0.75 0.25 0.0820000171661 31 0.134000062943 
5 3 0.75 0.25 0.0870001316071 31 0.134000062943 
5 3 0.75 0.25 0.0910000801086 56 0.134000062943 
5 3 0.75 0.25 0.0950000286102 29 0.134000062943 
5 4 0.75 0.25 0.0989999771118 34 0.134000062943 
5 4 0.75 0.25 0.102999925613 33 0.134000062943 
5 4 0.75 0.25 0.107000112534 33 0.134000062943 
5 4 0.75 0.25 0.111000061035 58 0.134000062943 
5 4 0.75 0.25 0.114000082016 31 0.134000062943 
5 5 0.75 0.25 0.118000030518 36 0.134000062943 
5 5 0.75 0.25 0.12299990654 35 0.134000062943 
5 5 0.75 0.25 0.12700009346 35 0.134000062943 
5 5 0.75 0.25 0.131000041962 60 0.134000062943 
5 5 0.75 0.25 0.134000062943 33 0.134000062943 
5 0 0.75 0.25 0.00699996948242 26 0.134000062943 
5 0 0.75 0.25 0.0130000114441 25 0.134000062943 
5 0 0.75 0.25 0.0199999809265 25 0.134000062943 
5 0 0.75 0.25 0.0280001163483 50 0.134000062943 
5 0 0.75 0.25 0.0329999923706 23 0.134000062943 
5 1 0.75 0.25 0.0369999408722 28 0.134000062943 
5 1 0.75 0.25 0.0410001277924 27 0.134000062943 
5 1 0.75 0.25 0.0450000762939 27 0.134000062943 
5 1 0.75 0.25 0.0499999523163 52 0.134000062943 
5 1 0.75 0.25 0.0550000667572 25 0.134000062943 
5 2 0.75 0.25 0.058000087738 30 0.134000062943 
5 2 0.75 0.25 0.0620000362396 29 0.134000062943 
5 2 0.75 0.25 0.0659999847412 29 0.134000062943 
5 2 0.75 0.25 0.0710000991821 54 0.134000062943 
5 2 0.75 0.25 0.0750000476837 27 0.134000062943 
5 3 0.75 0.25 0.0789999961853 32 0.134000062943 
5 3 0.75 0.25 0.0820000171661 31 0.134000062943 
5 3 0.75 0.25 0.0870001316071 31 0.134000062943 
5 3 0.75 0.25 0.0910000801086 56 0.134000062943 
